Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","103","Iraq","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","27723.807","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","104","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4652.425","X","International reliable sources",""
"OA","Annual population","104","Ireland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1760.732","X","International reliable sources",""
"OA","Annual population","104","Ireland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2939.375","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","104","Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4818.69","X","International reliable sources",""
"OA","Annual population","104","Ireland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1769.22","X","International reliable sources",""
"OA","Annual population","104","Ireland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3034.528","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","264","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","83.234","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","39.717","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","43.45","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","264","Isle of Man","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","84.077","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","40.22","X","International reliable sources",""
"OA","Annual population","264","Isle of Man","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","44.611","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","105","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","7978.49","X","International reliable sources",""
"OA","Annual population","105","Israel","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","630.733","X","International reliable sources",""
"OA","Annual population","105","Israel","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7433.814","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","105","Israel","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","8381.516","X","International reliable sources",""
"OA","Annual population","105","Israel","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","640.922","X","International reliable sources",""
"OA","Annual population","105","Israel","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7811.919","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","106","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","60578.494","X","International reliable sources",""
"OA","Annual population","106","Italy","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","18110.394","X","International reliable sources",""
"OA","Annual population","106","Italy","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","41393.818","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","106","Italy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","60627.291","X","International reliable sources",""
"OA","Annual population","106","Italy","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","17527.87","X","International reliable sources",""
"OA","Annual population","106","Italy","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","41763.099","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","109","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","2891.021","X","International reliable sources",""
"OA","Annual population","109","Jamaica","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1297.166","X","International reliable sources",""
"OA","Annual population","109","Jamaica","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1574.768","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","109","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2934.847","X","International reliable sources",""
"OA","Annual population","109","Jamaica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1284.862","X","International reliable sources",""
"OA","Annual population","109","Jamaica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1613.815","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","110","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","127985.133","X","International reliable sources",""
"OA","Annual population","110","Japan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","11030.53","X","International reliable sources",""
"OA","Annual population","110","Japan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","116944.428","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","110","Japan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","127202.192","X","International reliable sources",""
"OA","Annual population","110","Japan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10663.807","X","International reliable sources",""
"OA","Annual population","110","Japan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","116521.525","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","112","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","9266.575","X","International reliable sources",""
"OA","Annual population","112","Jordan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","892.5","X","International reliable sources",""
"OA","Annual population","112","Jordan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8266.802","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","112","Jordan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9965.318","X","International reliable sources",""
"OA","Annual population","112","Jordan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","893.429","X","International reliable sources",""
"OA","Annual population","112","Jordan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9010.373","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","108","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","17572.016","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7598.48","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","10151.168","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","108","Kazakhstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","18319.618","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7834.88","X","International reliable sources",""
"OA","Annual population","108","Kazakhstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10568.98","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","114","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","47878.336","X","International reliable sources",""
"OA","Annual population","114","Kenya","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","35116.503","X","International reliable sources",""
"OA","Annual population","114","Kenya","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","12119.756","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","114","Kenya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","51392.565","X","International reliable sources",""
"OA","Annual population","114","Kenya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37179.074","X","International reliable sources",""
"OA","Annual population","114","Kenya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13771.805","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","83","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","110.93","X","International reliable sources",""
"OA","Annual population","83","Kiribati","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","54.383","X","International reliable sources",""
"OA","Annual population","83","Kiribati","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","58.024","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","83","Kiribati","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","115.847","X","International reliable sources",""
"OA","Annual population","83","Kiribati","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","54.403","X","International reliable sources",""
"OA","Annual population","83","Kiribati","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","64.011","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","3835.591","X","International reliable sources",""
"OA","Annual population","118","Kuwait","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3935.794","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4137.312","X","International reliable sources",""
"OA","Annual population","118","Kuwait","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","118","Kuwait","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4197.128","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","113","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","5959.121","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3766.909","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2098.492","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","113","Kyrgyzstan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6304.03","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3903.563","X","International reliable sources",""
"OA","Annual population","113","Kyrgyzstan","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2229.369","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","120","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","6741.164","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4457.637","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2206.33","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","120","Lao People's Democratic Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7061.507","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4524.499","X","International reliable sources",""
"OA","Annual population","120","Lao People's Democratic Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2436.711","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","119","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1997.674","X","International reliable sources",""
"OA","Annual population","119","Latvia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","638.051","X","International reliable sources",""
"OA","Annual population","119","Latvia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1354.612","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","119","Latvia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1928.459","X","International reliable sources",""
"OA","Annual population","119","Latvia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","614.843","X","International reliable sources",""
"OA","Annual population","119","Latvia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1315.095","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","121","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","6532.678","X","International reliable sources",""
"OA","Annual population","121","Lebanon","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","695.996","X","International reliable sources",""
"OA","Annual population","121","Lebanon","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5155.483","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","121","Lebanon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6859.408","X","International reliable sources",""
"OA","Annual population","121","Lebanon","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","695.098","X","International reliable sources",""
"OA","Annual population","121","Lebanon","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5398.411","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","122","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","2059.021","X","International reliable sources",""
"OA","Annual population","122","Lesotho","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1589.499","X","International reliable sources",""
"OA","Annual population","122","Lesotho","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","585.146","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","122","Lesotho","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2108.328","X","International reliable sources",""
"OA","Annual population","122","Lesotho","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1625.909","X","International reliable sources",""
"OA","Annual population","122","Lesotho","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","637.101","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","123","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4472.23","X","International reliable sources",""
"OA","Annual population","123","Liberia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2257.906","X","International reliable sources",""
"OA","Annual population","123","Liberia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2241.715","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","123","Liberia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4818.973","X","International reliable sources",""
"OA","Annual population","123","Liberia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2370.874","X","International reliable sources",""
"OA","Annual population","123","Liberia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2482.642","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","124","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","6418.315","X","International reliable sources",""
"OA","Annual population","124","Libya","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1292.476","X","International reliable sources",""
"OA","Annual population","124","Libya","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4942.479","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","124","Libya","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6678.559","X","International reliable sources",""
"OA","Annual population","124","Libya","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1287.593","X","International reliable sources",""
"OA","Annual population","124","Libya","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5183.363","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","125","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","37.47","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","32.053","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5.35","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","125","Liechtenstein","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.91","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","32.685","X","International reliable sources",""
"OA","Annual population","125","Liechtenstein","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5.47","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","126","Lithuania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","2931.88","X","International reliable sources",""
"OA","Annual population","126","Lithuania","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","960.792","X","International reliable sources",""
"OA","Annual population","126","Lithuania","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1971.134","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","126","Lithuania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2801.264","X","International reliable sources",""
"OA","Annual population","126","Lithuania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","929.713","X","International reliable sources",""
"OA","Annual population","126","Lithuania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1946.762","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","256","Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","566.741","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","256","Luxembourg","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","55.66","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","511.081","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","256","Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","604.245","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","53.239","X","International reliable sources",""
"OA","Annual population","256","Luxembourg","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","537.082","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","129","Madagascar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","24234.088","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","129","Madagascar","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","15705.295","X","International reliable sources",""
"OA","Annual population","129","Madagascar","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8528.793","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","129","Madagascar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","26262.313","X","International reliable sources",""
"OA","Annual population","129","Madagascar","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","16495.525","X","International reliable sources",""
"OA","Annual population","129","Madagascar","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9767.285","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","130","Malawi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","16745.303","X","International reliable sources",""
"OA","Annual population","130","Malawi","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","14706.907","X","International reliable sources",""
"OA","Annual population","130","Malawi","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2866.7","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","130","Malawi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","18143.217","X","International reliable sources",""
"OA","Annual population","130","Malawi","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15918.795","X","International reliable sources",""
"OA","Annual population","130","Malawi","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3245.933","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","131","Malaysia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","30270.962","X","International reliable sources",""
"OA","Annual population","131","Malaysia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7922.592","X","International reliable sources",""
"OA","Annual population","131","Malaysia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","22800.563","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","131","Malaysia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","31528.033","X","International reliable sources",""
"OA","Annual population","131","Malaysia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7678.728","X","International reliable sources",""
"OA","Annual population","131","Malaysia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","24363.73","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","132","Maldives","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","454.915","X","International reliable sources",""
"OA","Annual population","132","Maldives","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","257.196","X","International reliable sources",""
"OA","Annual population","132","Maldives","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","161.207","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","132","Maldives","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","515.696","X","International reliable sources",""
"OA","Annual population","132","Maldives","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","267.408","X","International reliable sources",""
"OA","Annual population","132","Maldives","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","176.851","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","133","Mali","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","17438.778","X","International reliable sources",""
"OA","Annual population","133","Mali","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","10482.312","X","International reliable sources",""
"OA","Annual population","133","Mali","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","6985.593","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","133","Mali","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","19077.749","X","International reliable sources",""
"OA","Annual population","133","Mali","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","11014.386","X","International reliable sources",""
"OA","Annual population","133","Mali","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8093.32","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","134","Malta","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","433.559","X","International reliable sources",""
"OA","Annual population","134","Malta","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","23.888","X","International reliable sources",""
"OA","Annual population","134","Malta","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","403.728","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","134","Malta","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","439.248","X","International reliable sources",""
"OA","Annual population","134","Malta","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","23.28","X","International reliable sources",""
"OA","Annual population","134","Malta","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","408.809","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","127","Marshall Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","57.439","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","12.819","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","40.175","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","127","Marshall Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","58.413","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12.212","X","International reliable sources",""
"OA","Annual population","127","Marshall Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","40.955","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","378.478","X","International reliable sources",""
"OA","Annual population","135","Martinique","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","42.516","X","International reliable sources",""
"OA","Annual population","135","Martinique","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","343.326","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","375.673","X","International reliable sources",""
"OA","Annual population","135","Martinique","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42.167","X","International reliable sources",""
